INTERPOSED	5.44021727322
HASTENED	5.41436171497
WHENCE	5.17507587044
MADEMOISELLE	5.0235004927
ASSENTED	5.00581381525
REJOINED	4.93274190108
SCARCELY	4.77673376415
EXCLAIMED	4.76097747952
WHEREUPON	4.75213504397
DOUBTLESS	4.70487873942
MONSIEUR	4.64723769965
WHITHER	4.64098208457
YONDER	4.55013999217
WHEREWITH	4.46650846778
WHEREOF	4.46408827612
ROUSED	4.34195192801
REMARKED	4.32866854783
THENCE	4.31311767032
BEHELD	4.26406103165
INDIGNANTLY	4.1931741465
COUNTENANCE	4.16746109389
MINGLED	4.14306561282
MADAME	4.10531304732
COOLLY	4.08803330548
CONTEMPTUOUSLY	4.05849006798
CHIEFLY	4.01466537414
STROVE	3.95330129208
HASTILY	3.94661796199
ENDEAVOURED	3.93145662616
WHEREFORE	3.92875271426
TREMBLED	3.92139712601
HITHERTO	3.91487343228
SOLEMNLY	3.89640370191
BETWIXT	3.83285516747
COMMENCED	3.80630537191
VAINLY	3.7981571934
SEIZED	3.77059947215
EARNESTLY	3.76221545261
GALLOPED	3.72590956296
HITHER	3.71692234779
RESUMED	3.71475972837
CONSENTED	3.71310331494
OBEYED	3.71164435204
INDIFFERENTLY	3.70655917432
ALIGHTED	3.70634420012
SPEEDILY	3.69402998884
EAGERLY	3.69189545644
FEEBLY	3.69169240778
OCCASIONED	3.69033411491
STOOPING	3.67379431028
GLIDED	3.67023245758
PERCHANCE	3.65946513955
COUNTESS	3.65033885401
SPRINGING	3.64539599441
REPOSE	3.64019408398
EXCEPTING	3.63476696404
CROWNED	3.62785295197
SALUTED	3.62034020246
UTTERED	3.60374290072
THITHER	3.5967728037
CEASED	3.59673683615
THEREUPON	3.58160133255
COMMANDED	3.57845090977
CHANCED	3.56589473522
EXCLAIMING	3.56423697964
WEARIED	3.54958253217
CARELESSLY	3.54791462037
FANCIES	3.53443338721
ORNAMENTED	3.53229923403
THRONG	3.5262747426
HASTENING	3.52478344382
REPLIED	3.51078268572
FORTHWITH	3.49178127503
SQUIRE	3.48939720267
SURMOUNTED	3.48359567394
GAIETY	3.46534779034
BEGGED	3.45481876506
EVINCED	3.45061335742
ELOQUENCE	3.44860568473
VENTURED	3.44083439961
DISMOUNTED	3.43859170678
GLEAMS	3.42891539568
MOURNFULLY	3.42120216657
HEEDLESS	3.41577360894
REJOICED	3.4148139114
FASTENED	3.41159867131
PROCEEDED	3.40417969948
CHEERFULLY	3.38218516796
SEIZING	3.37815262694
GLITTERING	3.37806817418
HEARTILY	3.37148398814
CHEERILY	3.37102886852
EFFECTUALLY	3.35783022833
FANCIED	3.3574474575
THICKLY	3.35241841397
PROCURED	3.35114138585
NOTWITHSTANDING	3.34555968679
INNUMERABLE	3.34063530507
UTTERING	3.34050836334
DEAREST	3.32699002887
HORACE	3.32273752868
ASCENDED	3.32050871965
TREMBLING	3.31859002017
GALLANTLY	3.31749174865
DEPARTED	3.31271137302
THYSELF	3.3089337249
DESPATCHED	3.30887747351
MEEKLY	3.30775926191
AFRESH	3.30373947118
RESOUNDED	3.30003475423
LOVELINESS	3.29356313997
ANXIOUSLY	3.29168305223
CHARLEY	3.29098199841
EJACULATED	3.28986983446
ASSAILED	3.28986654459
JOYFULLY	3.28637784727
HOMEWARD	3.28413730169
NOISELESSLY	3.28313907568
ARRAYED	3.28273527441
MOLLIE	3.27009161063
IMPELLED	3.26648668806
KINDLED	3.26113404027
HESTER	3.25918446509
TREACHERY	3.25089388479
BUSIED	3.25023402032
EUSTACE	3.24877174404
BRAVELY	3.24761863476
AMIDST	3.24482688336
ENDEAVOURING	3.23872910075
AVAILED	3.23250377665
UNDERTOOK	3.226354945
SUFFICED	3.22291426021
IMPLORED	3.22283368836
WROUGHT	3.22101330164
BOLDLY	3.22025323218
WRETCH	3.21512745255
INASMUCH	3.20775078015
PERCEIVING	3.20554460662
MURMURING	3.20119763268
THRONGED	3.19847777079
BOUGHS	3.19759191515
FURNISHED	3.19722741045
SAILED	3.19594238334
CORDIALLY	3.18387178933
BESTOWED	3.17812054982
INSOLENCE	3.17633494787
ASTONISHMENT	3.17542347054
CHEERFULNESS	3.16747582189
IMPLORING	3.165579072
CUNNING	3.16414855359
TENDERLY	3.16128313323
MELANCHOLY	3.15882777026
EARNESTNESS	3.14352568614
WARMLY	3.14339366084
